,identificatie,adres,locatie,status_id,status_omschrijving,vervaldatum,merk_id,merk_omschrijving,xmuurvlak,ymuurvlak,windrichting,bouwblok_code,hoogte_tov_nap,datum,peilmerknummer,geometrie,publiceerbaar
344,12280003,Tweede Boerhaavestraat 49,"Voormalige ""Andreas Bonnschool""(y = boven hardstenen plint)",1,Actueel,,3,Knopbout,37.0,45.0,Z,,1.5974,1927-01-01,12280003,POINT (122721.48 485868.11),J
345,12489000,,Molukkenstraat 493/545,1,Actueel,,99,Onbekend,-835.0,27.0,W,,0.9273,1999-06-01,,POINT (124591.5 485803.8),J
346,12489001,Halmaheirastraat 70/100,in de Sumatrastraat,1,Actueel,,99,Onbekend,-18.0,4.0,Z,,0.8835,1999-06-01,,POINT (124512.8 485776.7),J
347,12489002,Sumatrastraat 149A/151D,(zijgevel),1,Actueel,,99,Onbekend,169.0,21.0,Z,,0.9246,1999-06-01,,POINT (124365.5 485746.9),J
348,12489003,Batjanstraat 1,gevel Ambonplein,3,Vervallen,2018-06-22,99,Onbekend,-26.0,13.0,W,,0.9182,1999-06-01,,POINT (124405.2 485834.0),J
349,12489004,Obiplein 115,(Achtergevel naast hek),1,Actueel,,99,Onbekend,-78.0,16.0,W,,0.8263,1999-06-01,,POINT (124439.7 485914.6),J
350,12489005,Sumatrastraat 291/307,hoek Kramatweg,1,Actueel,,99,Onbekend,-192.0,20.0,Z,,0.8732,1999-06-01,,POINT (124857.6 485852.5),J
351,12489006,,Semarangstraat 23A-H,1,Actueel,,99,Onbekend,-120.0,30.0,W,,1.0002,1999-06-01,,POINT (124827.0 486021.1),J
352,12489007,Semarangstraat 5A/9E,in de Bataviastraat,1,Actueel,,99,Onbekend,-13.0,19.0,Z,,0.5913,1999-06-01,,POINT (124832.7 486069.8),J
353,12489008,,Insulindeweg 684/714,1,Actueel,,99,Onbekend,79.0,78.0,N,,1.4309,1999-06-01,,POINT (124749.0 486092.2),J
354,12489009,,Insulindeweg 540/552,3,Vervallen,2018-06-22,99,Onbekend,-13.0,86.0,N,,1.6574,1999-06-01,,POINT (124644.1 486068.9),J
355,12489010,Eerste Ceramstraat 14,,1,Actueel,,99,Onbekend,-38.0,23.0,NO,,0.8308,1999-06-01,,POINT (124567.4 486233.2),J
356,12489011,Ceramplein 180,,1,Actueel,,99,Onbekend,-34.0,31.0,N,,0.9242,1999-06-01,,POINT (124709.1 486175.6),J
357,12489012,,Molukkenstraat 80A-C,1,Actueel,,99,Onbekend,-15.0,27.0,O,,0.9418,1999-06-01,,POINT (124496.9 486144.3),J
358,12489013,,Riouwstraat 250/268,1,Actueel,,99,Onbekend,-7.0,34.0,N,,0.9384,1999-06-01,,POINT (124414.6 486115.7),J
359,12489014,Insulindeweg 71A-M,ntm ivm regenpijp,2,Niet te meten,2018-06-22,99,Onbekend,-17.0,28.0,Z,,0.8984,1999-06-01,,POINT (124339.6 486052.7),J
360,12489015,Sumatraplantsoen 195,in de Sumatrastraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,21.0,29.0,Z,,0.9427,1999-06-01,,POINT (124810.2 485842.1),J
361,12489016,Molukkenstraat 493/545,in de Sumatrastraat,1,Actueel,,17,Veelal gebruikt door 'de waal',1420.0,18.0,Z,,0.7938,2002-03-08,,POINT (124607.1 485798.8),J
362,12580001,Sloterkade 168,(rechter hoekpilaster hoge gedeelte; x = hoek van pilaster),1,Actueel,,0,Ronde bout met opschrift NAP,-32.0,82.0,O,,1.025,1927-01-01,12580001,POINT (118505.27 484817.22),J
363,12589000,Heemstedestraat hoek Westlandgracht,(brug 385 in betonnen rand; y = uit voeg),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,38.0,-14.0,N,,2.5248,2007-05-10,,POINT (118116.4 485005.0),J
364,12589001,Katwijkstraat 23,(x = uit portiek; def.meting Sloten 3832),1,Actueel,,17,Veelal gebruikt door 'de waal',-88.0,97.0,N,,1.5814,2007-05-10,,POINT (118143.8 484918.2),J
365,12680002,"Des Presstraat 3(""Valeriusschool""; y = onderkant van",de voeg welke overeenkomt met de onderkant van raamdorpel),1,Actueel,,3,Knopbout,-38.0,-22.0,W,,1.5231,1926-01-01,12680002,POINT (119080.0 484910.0),J
366,12680003,Amstelveenseweg 136 (Gereformeerde kerk)(x = rechter,steunbeer voorgevel;y = hardstenen afdekking van de plint),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-29.0,8.0,O,AF02,1.3162,1952-01-01,12680003,POINT (118771.0 485288.7),J
367,12680004,Koningslaan 35 gevel aan Emmalaan(x = rechts,van stenen dag van het raam; y = boven natuurstenen plint),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,67.0,8.0,O,,0.6247,1952-01-01,12680004,POINT (119214.0 485384.0),J
368,12680006,Schinkelkade 20A-C,(uitspringende gedeelte),1,Actueel,,0,Ronde bout met opschrift NAP,6.0,55.0,N,,1.2381,1991-10-01,12680006,POINT (118645.9 485197.6),J
369,12689000,Eerste Schinkelstraat 35,(achter klimop),1,Actueel,,99,Onbekend,-25.0,3.0,N,,0.6287,2000-06-01,,POINT (118671.9 485223.3),J
370,12689001,Schinkelkade 69,in de Veerstraat(naast no 92),3,Vervallen,2012-09-17,99,Onbekend,-10.0,35.0,O,,0.9569,1999-06-01,,POINT (118614.1 484822.2),J
371,12689002,Valeriusplein 9,hoek Valeriusstraat,3,Vervallen,2017-08-29,16,Koperen bout,-10.0,5.0,W,,1.5255,2000-06-01,,POINT (119379.6 485126.2),J
372,12689003,De Lairessestraat 180,(y uit rollaag),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-4.0,10.0,Z,,1.4839,2000-06-01,,POINT (119435.0 485030.0),J
373,12689004,Koningslaan 22,,3,Vervallen,2008-10-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,40.0,54.0,ZW,,-0.1301,2000-06-01,,POINT (119410.5 485367.1),J
374,12789000,Banstraat 5,(in kolom naast no.13),3,Vervallen,2013-02-19,99,Onbekend,-40.0,25.0,ZW,,0.8879,1999-06-01,,POINT (120031.3 485396.8),J
375,12789001,Koninginneweg 1,hoek Van Eeghenstraat (Stadsdeelkantoor Zuid),3,Vervallen,2012-10-02,16,Koperen bout,71.0,-42.0,Z,,1.0565,1999-06-01,,POINT (119606.85 485470.55),J
376,12789002,Apollolaan 171,in de Raphaelstraat(GEB Ruimte),1,Actueel,,99,Onbekend,11.0,17.0,W,,1.2127,1999-06-01,,POINT (119756.7 484828.5),J
377,12789003,Jacob Obrechtstraat 92,hoek Heinzestraat,1,Actueel,,16,Koperen bout,61.0,-82.0,O,,0.8123,2000-06-01,,POINT (120265.73 485121.87),J
378,12789004,Cornelis Schuytstraat 16,in de Breestraat (bij achtergevel),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,10.0,32.0,Z,,0.9258,2000-06-01,,POINT (119809.1 485404.1),J
379,12789005,Brug 409 Emmastraat over Noorder Amstelkanaal,(W-vlg N-lhd?),3,Vervallen,2018-06-29,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,10.0,23.0,,,2.6483,2000-06-01,,POINT (119783.3 485042.1),J
380,12889000,Daniel Stalpertstraat 33E-H,naast no.35 ntm ivm steen en begroeiing,2,Niet te meten,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-50.0,28.0,Z,,0.8762,1999-06-01,,POINT (121060.7 485499.3),J
381,12889001,Gerard Doustraat 127/129,,3,Vervallen,2008-10-10,99,Onbekend,-42.0,71.0,Z,,1.3127,1999-06-01,,POINT (121431.3 485494.0),J
382,12889002,Gerard Douplein 18,in betonnen kolom,1,Actueel,,99,Onbekend,0.0,9.0,N,,0.691,1999-06-01,,POINT (121345.2 485451.4),J
383,12889003,Albert Cuypstraat 135A-F,!!Voorlopig deformatiepunt!!,1,Actueel,,99,Onbekend,-25.0,9.0,Z,,0.7278,1999-06-01,,POINT (121302.2 485401.9),J
384,12889004,Daniel Stalpertstraat 79A/81C,!!Voorlopig deformatiepunt!!,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,292.0,14.0,Z,,0.6695,1999-06-01,,POINT (121200.7 485485.5),J
385,12889005,Daniel Stalpertstraat 62A-E,!!Voorlopig deformatiepunt!!,1,Actueel,,99,Onbekend,-9.0,29.0,N,,0.8287,1999-06-01,,POINT (121111.4 485479.2),J
386,12889006,,Govert Flinckstraat 90A-D,1,Actueel,,99,Onbekend,29.0,51.0,N,,1.1183,1999-06-01,,POINT (121095.3 485273.5),J
387,12889007,,Eerste Jan Steenstraat 2A-H,1,Actueel,,99,Onbekend,-10.0,76.0,N,,1.309,1999-06-01,,POINT (120946.8 485181.1),J
388,12889009,Hobbemakade 105/106,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,97.0,60.0,O,,1.5435,1999-06-01,,POINT (120810.2 484878.7),J
389,12889010,Roelof Hartstraat 1,"(straatgevel GEB-gebouw op terrein)
20112017 hoogte 0.7535 (losse poot)",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,22.0,9.0,Z,,0.7576,2007-12-01,,POINT (120721.3 485078.5),J
390,12889011,,Eerste Jan Steenstraat 48A-E,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,14.0,38.0,N,,0.9389,2000-06-01,,POINT (121088.3 485216.9),J
391,12889012,Eerste Jan van der Heijdenstraat 97A-E,"Let op: bout onbetrouwbaar, in 2013 3 verschillende hoogten gemeten
",1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,Z,,0.9384,2000-06-01,,POINT (121097.0 485164.1),J
392,12889013,Dusartstraat 17A-T,"(rechts naast deur onder deurbel, hulpst. gebruiken)",2,Niet te meten,2018-06-22,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-20.0,93.0,W,,1.5045,2000-06-01,,POINT (121082.3 485037.5),J
393,12889014,Govert Flinckstraat 158,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,33.0,94.0,N,,1.5671,2000-06-01,,POINT (121287.0 485330.6),J
394,12889015,Hobbemakade 54,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-9.0,18.0,O,,1.322,2000-06-01,,POINT (120870.5 485337.2),J
395,12889016,Eerste Jan Steenstraat 134A-B,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,11.0,17.0,N,,0.8118,2000-06-01,,POINT (121341.7 485277.7),J
396,12889017,Tweede Van der Helststraat 66,in de Lutmastraat (buurthuis De Pijp)(naast raam),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-5.0,114.0,N,,1.8919,2000-06-01,,POINT (121419.3 484833.8),J
397,12889018,Gerard Doustraat 123/127,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-42.0,71.0,Z,,1.3094,2000-06-01,,POINT (121411.8 485486.6),J
398,12889019,Saenredamstraat 22A-L,,3,Vervallen,2012-10-19,17,Veelal gebruikt door 'de waal',17.0,49.0,N,,0.9991,2001-08-22,,POINT (121007.2 485428.0),J
399,12889020,,Eerste Jan Steenstraat 48A-E (= 12889011),3,Vervallen,2008-12-12,17,Veelal gebruikt door 'de waal',0.0,0.0,N,,,,,POINT (121086.0 485215.8),J
400,12889021,Ferdinant Bolstraat 179/195D,!!Voorlopig deformatiepunt!!,1,Actueel,,16,Koperen bout,6.0,6.0,NW,,1.2319,2007-12-01,,POINT (121246.1 484840.6),J
401,12889022,Lutmastraat 16A-F,in de Avercampstraat,1,Actueel,,17,Veelal gebruikt door 'de waal',-11.0,27.0,O,,1.1771,2007-12-01,,POINT (121317.0 484842.2),J
402,12980001,Van Ostadestraat 341,(y = boven de plint),1,Actueel,,3,Knopbout,43.0,22.0,ZO,,1.5786,1927-01-01,12980001,POINT (122022.5 485265.3),J
403,12980002,Van Woustraat 178,in de Lutmastraat (x = natuurstenen plaat naast raam; y = boven de plint),1,Actueel,,3,Knopbout,-28.0,49.0,Z,,1.4607,1927-01-01,12980002,POINT (122002.8 484977.4),J
404,12980004,2e Van der Helststraat 25,(y = boven de plint),1,Actueel,,3,Knopbout,-42.0,28.0,W,,1.3788,1927-01-01,12980004,POINT (121454.3 484912.6),J
405,12980006,ZO-vleugel Nieuwe Amstelbrug,(brug 101) verlengde Blasiusstraat,1,Actueel,,0,Ronde bout met opschrift NAP,44.0,40.0,ZO,,1.9648,1991-10-01,12980006,POINT (122284.2 485459.5),J
406,12980007,,Amsteldijk 78,1,Actueel,,0,Ronde bout met opschrift NAP,-24.0,14.0,O,,0.71,1991-10-01,12980007,POINT (122347.4 485080.5),J
407,12989016,Amsteldijk 65/66,voorheen 12981697,3,Vervallen,2012-05-16,17,Veelal gebruikt door 'de waal',-43.0,115.0,NO,,,,,POINT (122282.2 485182.7),J
408,12989000,Oetgensstraat 1,in de Weesperzijde,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-11.0,47.0,W,,1.1921,1994-07-27,,POINT (122356.2 485347.7),J
409,12989001,Albert Cuypstraat 222 B-R,!!Voorlopig deformatiepunt!!,1,Actueel,,17,Veelal gebruikt door 'de waal',6.0,7.0,N,,0.6526,1999-06-01,,POINT (121583.0 485482.5),J
410,12989002,,Govert Flinckstraat 235A-H,1,Actueel,,99,Onbekend,5.0,18.0,Z,,0.8632,1999-06-01,,POINT (121601.8 485450.3),J
411,12989003,Tweede Jan van der Heijdenstraat 3,(x uit naad),1,Actueel,,99,Onbekend,-15.0,82.0,Z,,1.3839,1999-06-01,,POINT (121738.4 485348.3),J
412,12989004,Tweede Jan van der Heijdenstraat 29,(x uit naad) 2016 niet stabiel,1,Actueel,,99,Onbekend,-14.0,65.0,Z,,1.0955,1999-06-01,,POINT (121804.4 485381.7),J
413,12989005,Van Ostadestraat 245,in de Tweede Sweelinckstraat,1,Actueel,,99,Onbekend,47.0,67.0,W,,0.9826,1999-06-01,,POINT (121784.6 485187.0),J
414,12989006,Carillonstraat 81/99,hoek Jan Lievensstraat,1,Actueel,,99,Onbekend,-14.0,19.0,Z,,0.8268,1999-06-01,,POINT (122109.2 484862.7),J
415,12989007,,Tweede Jan Steenstraat 5/9,3,Vervallen,2012-10-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,Z,,0.5359,2000-06-01,,POINT (121701.0 485418.6),J
416,12989008,,Tweede Jan Steenstraat 37,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,112.0,Z,,1.5505,2000-06-01,,POINT (121781.5 485455.6),J
417,12989009,,Van Ostadestraat 211,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-17.0,64.0,Z,,1.1904,2000-06-01,,POINT (121683.3 485145.1),J
418,12989010,Rustenburgerstraat 290,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,98.0,,,1.5382,2000-06-01,,POINT (121516.5 485026.4),J
419,12989011,,Van Ostadestraat 336,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,24.0,72.0,N,,1.3013,2000-06-01,,POINT (121892.7 485194.2),J
420,12989012,,Kuiperstraat 89 A-D,3,Vervallen,2012-10-02,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,330.0,97.0,NW,,1.5575,2000-06-01,,POINT (122018.8 485187.3),J
421,12989013,Lutmastraat 159/161,,1,Actueel,,17,Veelal gebruikt door 'de waal',40.0,27.0,Z,,0.9018,2001-11-20,,POINT (121884.7 484951.8),J
422,12989014,Kuipersstaat 110,(!!Voorlopig deformatiepunt!!),3,Vervallen,2014-04-03,17,Veelal gebruikt door 'de waal',-10.0,49.0,Z,AL31,1.1173,2001-08-22,,POINT (121906.2 485157.9),J
423,12989015,,Van Ostadestraat 245/253,1,Actueel,,99,Onbekend,-10.0,15.0,Z,,0.9249,2002-01-31,,POINT (121792.35 485177.63),J
424,13080001,Weesperzijde 112,,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,33.0,75.0,W,,1.3438,1978-01-01,13080001,POINT (122622.49 484882.37),J
425,13080003,ZW-landhoofd van het viadukt tussen de Maritzstraat en de,Beukenweg (aan de kant van de Maritzstraat),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,10.0,55.0,NO,,1.1675,1952-01-01,13080003,POINT (123108.3 485399.3),J
426,13080004,Transvaalkade 84A,(x = linkerkant pilaster van rechter gedeelte voorgevel),1,Actueel,,0,Ronde bout met opschrift NAP,-29.0,35.0,ZO,,0.9154,1926-01-01,13080004,POINT (123240.0 485040.0),J
427,13080006,NW-vleugel van het spoorviadukt over de Wibautstraat,(y = boven scheiding tussen beton en steen),1,Actueel,,0,Ronde bout met opschrift NAP,16.0,20.0,W,,1.256,1972-01-01,13080006,POINT (122753.5 484995.2),J
428,12889023,,Dusartstraat 17 A-T,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-38.0,10.0,W,,0.6866,2009-10-10,,POINT (121083.1 485037.8),J
429,25289007,Zandhoek 14/15,gevel Zoutkeetsgracht,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,11.0,13.0,N,YH58,1.8752,1999-06-01,,POINT (121154.0 489037.9),J
430,25289009,Realengracht 248,hoek Vierwindendwarsstraat,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,9.0,Z,YH05,1.6195,1999-06-01,,POINT (120964.4 488934.3),J
431,25289010,,Realengracht 248,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-8.0,8.0,Z,YH05,1.5525,1999-06-01,,POINT (120973.4 488935.0),J
432,25289011,,Sloterdijkstraat 2,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-14.0,54.0,Z,YH12,2.2091,1999-06-01,,POINT (120795.2 488772.5),J
433,25289012,,Sloterdijkstraat 4,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,3.0,Z,YH12,1.647,1999-06-01,,POINT (120785.9 488773.1),J
434,25289013,,Prinseneiland 303,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-32.0,62.0,ZW,YH18,2.3683,1999-06-01,,POINT (120948.7 488666.1),J
435,25289014,,Prinseneiland 303,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,15.0,60.0,ZW,YH18,2.1175,1999-06-01,,POINT (120952.0 488663.0),J
436,25289015,Grote Bickersstraat 21,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-2.0,133.0,O,YH49,3.1204,1999-06-01,,POINT (121082.3 488617.4),J
437,25289016,,Grote Bickersstraat 21,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,11.0,49.0,O,,2.3546,1999-06-01,,POINT (121081.9 488613.2),J
438,25289017,Kleine Bickersstraat 2,in de Grote Bickersstraat (achterzijde huis) (x vanuit raam),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,78.0,14.0,O,YH21,2.0139,1999-06-01,,POINT (121094.9 488760.7),J
439,25289018,,Kleine Bickersstraat 6,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,7.0,30.0,Z,YH21,2.0846,1999-06-01,,POINT (121086.2 488752.3),J
440,25289019,Haarlemmerdijk 124  (hoek Buiten Dommerstraat),(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,31.0,ZO,YH34,2.8908,1999-06-01,,POINT (120879.3 488508.8),J
441,25289020,,Haarlemmerdijk 124,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,5.0,78.0,ZW,YH34,3.3557,1999-06-01,,POINT (120874.7 488513.0),J
442,25289021,Marnixstraat 1,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,21.0,W,YP12,1.8385,1999-06-01,,POINT (120644.8 488544.8),J
443,25289022,,Marnixstraat 17A-D,3,Vervallen,2015-10-10,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-22.0,17.0,W,YP12,1.2641,1999-06-01,,POINT (120628.0 488502.5),J
444,25480006,Meeuwenlaan 185,hoek Ganzenweg (2018: niet meebaar ivm brievenbus),1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-326.0,80.0,ZO,,1.9471,1944-01-01,25480006,POINT (123083.1 488747.4),J
445,35889000,Koperen boutje westelijke vleugel noordelijk landhoofd,brug in RW A10 over de Liergouw,3,Vervallen,2018-03-23,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,4.0,18.0,Z,,0.9653,1999-06-01,,POINT (126719.7 488415.7),J
446,22389000,,Masthof 41 t/m 48,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-33.0,40.0,O,,0.3559,2008-04-04,,POINT (123628.8 491641.0),J
447,26389000,,Tosaristraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,W,,3.7176,2008-04-04,,POINT (123405.7 488066.6),J
448,26389001,,Tosaristraat,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,0.0,0.0,W,,4.3901,2008-04-04,,POINT (123408.4 488051.5),J
449,24389004,,Spaarndammerdijk 302 (Golden Tulip Hotel),1,Actueel,,2,Kleine ronde bout,70.0,41.0,N,,3.0515,2008-10-01,,POINT (119738.2 489568.2),J
450,25980001,Fagelstraat 85,"""Fagelschool""(y = boven hardstenen plint)",1,Actueel,,3,Knopbout,-16.0,22.0,N,,1.6534,1926-01-01,25980001,POINT (120072.0 488120.0),J
451,25980002,De Wittenstraat 100A-U,(y = boven plint),1,Actueel,,3,Knopbout,22.0,47.0,ZO,,1.7829,1926-01-01,25980002,POINT (120345.7 488474.3),J
452,25980003,Nassaukade 63A-W,(bij portiek aan de Nassaukade),1,Actueel,,0,Ronde bout met opschrift NAP,10.0,41.0,O,,1.0517,1991-10-01,25980003,POINT (120364.1 488156.3),J
453,25980004,Van Hallstraat 198,(gebouw gezondheidscentrum),1,Actueel,,0,Ronde bout met opschrift NAP,22.0,35.0,O,,0.906,1991-10-01,25980004,POINT (119875.6 488175.2),J
454,25980005,Frederik Hendrikstraat 35/37,,1,Actueel,,0,Ronde bout met opschrift NAP,-21.0,33.0,W,,0.9604,1991-10-01,25980005,POINT (120080.6 487781.76),J
455,26089000,Palmstraat 92B,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,9.0,27.0,Z,YJ04,0.8804,1999-06-01,,POINT (120604.5 488292.9),J
456,26089002,Goudsbloemstraat 36A-B,(rechter bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,30.0,25.0,Z,YJ09,0.853,1999-06-01,,POINT (120836.7 488235.4),J
457,12789006,Brug 409 Emmastraat over Noorder Amstelkanaal ,"Noordelijk landhoofd, wester vleugel",3,Vervallen,2010-01-01,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,0.0,0.0,W,,,,,POINT (119779.0 485057.0),J
458,12789007,,Koningslaan 22,1,Actueel,,17,Veelal gebruikt door 'de waal',30.0,100.0,O,,-0.1297,2007-12-01,,POINT (119596.0 485306.0),J
459,11289037,Korte Leidsedwarsstraat 8,,1,Actueel,,17,Veelal gebruikt door 'de waal',-50.0,10.0,Z,,1.2758,2007-12-01,,POINT (120594.33 486471.01),J
460,00089003,,Prinsengracht 377,3,Vervallen,2017-06-27,17,Veelal gebruikt door 'de waal',-17.0,45.0,W,,,,,POINT (12067.39 487214.688),J
461,00089004,Van spilbergenstraat 155,(naast grijze kast) = 10989002,3,Vervallen,2017-06-27,17,Veelal gebruikt door 'de waal',150.0,36.0,N,,,,,POINT (11838.67 486869.88),J
462,23789002,,ms. van Riemsdijkweg t/o nr 6 in loods,1,Actueel,,16,Koperen bout,210.0,47.0,NW,,2.236,2007-08-12,,POINT (121472.0 490675.0),J
463,00089001,Tweede Jacob van Campenstraat 155E,(xy=vanuit portiek),3,Vervallen,2009-02-03,17,Veelal gebruikt door 'de waal',-4.0,50.0,Z,,,,,POINT (1215841.0 4855797.0),J
464,25189014,,Zaandijkstraat 3 (school),1,Actueel,,2,Kleine ronde bout,22.0,14.0,ZO,,0.8838,2008-10-01,,POINT (120460.0 489023.0),J
465,23789001,,ms. van Riemsdijkweg t/o nr. 6 in loods,3,Vervallen,2009-03-10,16,Koperen bout,210.0,47.0,NW,,,,,POINT (121472.0 490675.0),J
466,93789000,Metalen pen in trafo aan Aziehavenweg.,,3,Vervallen,2008-07-08,99,Onbekend,0.0,0.0,N,,1.3972,1999-06-01,,POINT (114453.4 490348.1),J
467,94580002,Trafo-huisje gelegen aan de Basisweg,hoek Australiehavenweg,1,Actueel,,1,Ronde bout of althans aan de bovenzijde ronde bout zonder opschrift of met opschrift anders dan NAP,-49.0,55.0,Z,,1.5421,1976-01-01,94580002,POINT (114591.68 489727.23),J
468,40989000,Westelijk muurvlak in de Amsterdamse brug in de Zuiderzee-,weg naast onderdoorgang Zuider IJdijk,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-99.0,86.0,W,,1.1032,1977-04-15,,POINT (126055.7 486857.2),J
469,41089000,IJburglaan,"N-vlak W-keermuur Z-landhoofd viaduct in A10(x = uit knik)
bout is krom",3,Vervallen,2018-01-29,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-274.0,35.0,NO,,-0.0707,2007-08-12,,POINT (126711.14 486696.75),J
470,26089003,Goudsbloemstraat 36A-B,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,25.0,4.0,Z,YJ09,0.6419,1999-06-01,,POINT (120831.9 488234.2),J
471,26089004,Korte Prinsengracht 13A-C,(linker bouwmuur),1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-8.0,31.0,NW,YE04,2.3864,1999-06-01,,POINT (121142.4 488324.7),J
472,26089005,Singel 18,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-12.0,6.0,ZO,YE17,3.1285,1999-06-01,,POINT (121382.2 487985.9),J
473,26089006,Singel 18,,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,8.0,2.0,ZO,YE17,3.1127,1999-06-01,,POINT (121378.7 487981.1),J
474,26089007,,Herengracht 84,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,8.0,5.0,ZO,YE23,3.0407,1999-06-01,,POINT (121105.0 487777.4),J
475,26089008,,Prinsengracht 217A-D,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-17.0,55.0,NW,YE22,1.1651,1999-06-01,,POINT (120840.6 487794.2),J
476,26089009,,Prinsengracht 213K,1,Actueel,,14,Inbusbout (cilinderschroef met binnenzeskant) in slaganker M6,-18.0,60.0,NW,YE22,1.1082,1999-06-01,,POINT (120846.4 487804.7),J
